ID;codigoReferenciaMultimedia;codigoReferenciaCliente;ITEM;TIPO;PAÍS;REGIÓN;PROVINCIA;MEDIO;PROGRAMA/CUERPO;CATEGORÍA;TITULO;RESUMEN;FECHA DE EMISIÓN;ENLACE;CM2;SEGUNDOS;VALORIZACIÓN US$;PÁGINA;NIVEL DE LECTURA;PRIMETIME;PORCENTAJE APARICIÓN;CANTIDAD DE CARACTERES;SECCIÓN;AUDIENCIA;LECTURABILIDAD;CIRCULACIÓN;ATRIBUTO(S);Tono Monitoreo;SUBCATEGORÍA
XT1D81Ee15iKTN1fNRTPcw%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;CGR_Colombia;Nueva EPS enfrenta riesgos de deterioro financiero y administrativo, pese a la intervención de la @Supersalud. El aumento de la deuda, anticipos no legalizados y demoras en facturación ponen en riesgo la sostenibilidad y la atención en salud.;09-09-2025 06:37:12;Enlace;0;0;0;0;0;0;0;242;;0;0;0;;;
j9GvNJcArCVqD%2bTNLykd8Q%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;CGR_Colombia;"Nueva EPS enfrenta riesgos de deterioro financiero y administrativo, pese a la intervención de la @Supersalud. El aumento de la deuda, anticipos no legalizados y demoras en facturación ponen en riesgo la sostenibilidad y la atención en salud.

Comuni ...";09-09-2025 06:39:12;Enlace;0;0;0;0;0;0;0;288;;0;0;0;;;
VGBNgNuPPq%2bmqgDNRplAAg%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Antioquia;Medellín;Valora Analitik;valoraanalitik.com;Supersalud;Contraloría alerta deterioro financiero en la Nueva EPS: anticipos sin legalizar y riesgos de detrimento patrimonial;"La Contraloría advirtió que la situación refleja un deterioro progresivo, pese a la intervención de la Superintendencia de Salud..
";09-09-2025 07:03:00;Enlace;0;0;3203850;0;0;0;0;3094;;0;100000;0;;;
wPOZ54pTxCVJdPO4L%2fZgwg%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Semana;semana.com;Supersalud;Nueva EPS, intervenida por el Gobierno Petro, tiene grave situación: alertan gigantesco hueco financiero con cifras billonarias;"Nueva EPS enfrenta riesgos de deterioro financiero y administrativo, pese a la intervención de la Supersalud.
";09-09-2025 07:44:00;Enlace;0;0;9641664,5;0;0;0;0;5247;;0;1300000;0;;;
wPOZ54pTxCVJdPO4L%2fZgwg%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Semana;semana.com;Supersalud;Nueva EPS, intervenida por el Gobierno Petro, tiene grave situación: alertan gigantesco hueco financiero con cifras billonarias;"Nueva EPS enfrenta riesgos de deterioro financiero y administrativo, pese a la intervención de la Supersalud.
";09-09-2025 07:44:00;Enlace;0;0;9641664,5;0;0;0;0;5247;;0;1300000;0;;;
3LDlFKshielKR%2b4jd60T3g%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;La FM;lafm.com.co;Supersalud;SuperSubsidio intensifica vigilancia en las Cajas de Compensación Familiar;"Los sistemas de salud, efectivamente, las cajas hacen parte o competencia de la Superintendencia de Salud.
";09-09-2025 08:08:00;Enlace;0;0;5135000;0;0;0;0;2926;;0;131472;0;;;
QzbNfqnEw%2b5iMUILSKtuNg%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Caracol;caracol.com.co;Supersalud;Hospitales públicos de Córdoba suspenderían servicios si Nueva EPS no realiza pagos pendientes;"Es decir, la Supersalud es la que toma las decisiones.
";09-09-2025 08:09:00;Enlace;0;0;5525000;0;0;0;0;3664;;0;276666;0;;;
fT%2bxO7IiiUPRwqumya1O2g%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Supersalud;Contraloría advierte sobre situación financiera y administrativa en Nueva EPS;"Según la Supersalud, una de las razones principales para extender la medida es que la EPS no ha presentado sus estados financieros certificados correspondientes a 2023 y 2024.
";09-09-2025 09:27:00;Enlace;0;0;5000001,5;0;0;0;0;6911;;0;91000;0;;;
fT%2bxO7IiiUPRwqumya1O2g%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Supersalud;Contraloría advierte sobre situación financiera y administrativa en Nueva EPS;"Según la Supersalud, una de las razones principales para extender la medida es que la EPS no ha presentado sus estados financieros certificados correspondientes a 2023 y 2024.
";09-09-2025 09:27:00;Enlace;0;0;5000001,5;0;0;0;0;6911;;0;91000;0;;;
%2f7DX8hfL1D6%2fHsDoh9hqVQ%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Supersalud;ACEMI: cierre del debate sobre la UPC oculta un déficit innegable que pone en riesgo a millones de pacientes;"De igual forma, pidió que no se continúe culpando a las EPS de la crisis, pues sus estados financieros son auditados y vigilados mensualmente por la Supersalud y la Contraloría, lo que les da validez y transparencia.
";09-09-2025 09:40:00;Enlace;0;0;2080000;0;0;0;0;5490;;0;20000;0;;;
%2f7DX8hfL1D6%2fHsDoh9hqVQ%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Supersalud;ACEMI: cierre del debate sobre la UPC oculta un déficit innegable que pone en riesgo a millones de pacientes;"De igual forma, pidió que no se continúe culpando a las EPS de la crisis, pues sus estados financieros son auditados y vigilados mensualmente por la Supersalud y la Contraloría, lo que les da validez y transparencia.
";09-09-2025 09:40:00;Enlace;0;0;2080000;0;0;0;0;5490;;0;20000;0;;;
%2f7DX8hfL1D6%2fHsDoh9hqVQ%3d%3d;;;Ministerio de Salud y Protección Social;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Supersalud;ACEMI: cierre del debate sobre la UPC oculta un déficit innegable que pone en riesgo a millones de pacientes;"De igual forma, pidió que no se continúe culpando a las EPS de la crisis, pues sus estados financieros son auditados y vigilados mensualmente por la Supersalud y la Contraloría, lo que les da validez y transparencia.
";09-09-2025 09:40:00;Enlace;0;0;2080000;0;0;0;0;5490;;0;20000;0;;;
I7DG7vtkuK7495XQ8ipihQ%3d%3d;;;Supersalud;Web;Colombia;Antioquia;Medellín;El Colombiano;elcolombiano.com;Supersalud;Petro reaccionó con imprecisiones a alertas de Contraloría sobre deudas de Nueva EPS;Si bien es cierto que la investigación del ente de control fiscal abarcó información desde 2022 ( año en el que inició su Gobierno ), también es verdad que ese recaudo de datos se extendió hasta el primer semestre de 2025 ( cuando cumplió un año de s ...;09-09-2025 09:43:00;Enlace;0;0;4550864,5;0;0;0;0;4476;;0;3500000;0;;;
I7DG7vtkuK7495XQ8ipihQ%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Antioquia;Medellín;El Colombiano;elcolombiano.com;Supersalud;Petro reaccionó con imprecisiones a alertas de Contraloría sobre deudas de Nueva EPS;Si bien es cierto que la investigación del ente de control fiscal abarcó información desde 2022 ( año en el que inició su Gobierno ), también es verdad que ese recaudo de datos se extendió hasta el primer semestre de 2025 ( cuando cumplió un año de s ...;09-09-2025 09:43:00;Enlace;0;0;4550864,5;0;0;0;0;4476;;0;3500000;0;;;
4aVsE6x0ebla%2f2CtxoP%2b3A%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Supersalud;Contraloría alerta deterioro financiero en la Nueva EPS: anticipos sin legalizar y riesgos de detrimento patrimonial;La Contraloría advirtió que la situación refleja un deterioro progresivo, pese a la intervención de la Superintendencia de Salud, y anticipó que la alerta será remitida a la delegada para el sector salud para determinar posibles responsabilidades fis ...;09-09-2025 10:24:00;Enlace;0;0;5000001,5;0;0;0;0;2929;;0;91000;0;;;
vS%2fu53ZbgIvBJaZbo8laLw%3d%3d;;;Supersalud;Web;Colombia;Putumayo;Mocoa;Mi Putumayo;miputumayo.com.co;Supersalud;Jornada Especial de Atención al Usuario en Mocoa realizará Supersalud. - MiPutumayo Noticias;"La Supersalud participa como garante del cumplimiento de esta gestión.
";09-09-2025 10:41:00;Enlace;0;0;2200250;0;0;0;0;751;;0;86000;0;;;
vS%2fu53ZbgIvBJaZbo8laLw%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Putumayo;Mocoa;Mi Putumayo;miputumayo.com.co;Supersalud;Jornada Especial de Atención al Usuario en Mocoa realizará Supersalud. - MiPutumayo Noticias;"La Supersalud participa como garante del cumplimiento de esta gestión.
";09-09-2025 10:41:00;Enlace;0;0;2200250;0;0;0;0;751;;0;86000;0;;;
nYayvtfcTBRKAV%2bPKMytwQ%3d%3d;;;Supersalud;Web;Colombia;Antioquia;Medellín;El Colombiano;elcolombiano.com;Supersalud;Mujer afiliada de Nueva EPS murió esperando medicinas durante 11 meses;"Hemos hecho tutelas, hemos interpuesto quejas ante la Defensoría del Pueblo, ante la Supersalud y no hemos podido ser escuchados.
";09-09-2025 11:24:00;Enlace;0;0;4550864,5;0;0;0;0;2709;;0;3500000;0;;;
xxKf0%2f6bdmdlNw%2b0hxezXQ%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;lafm;"El superintendente Nacional de Salud, Giovanny Rubiano García, advirtió que la crisis de Nueva EPS no es reciente, sino resultado de años de irregularidades financieras, tras conocer un informe de la Contraloría.

  La Supersalud anuncia auditoría ...";09-09-2025 11:54:54;Enlace;0;0;0;0;0;0;0;273;;0;0;0;;;
s9fyTkmqoZisNvk3hja0Rw%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Supersalud;Hospitales públicos de Córdoba suspenderían servicios si Nueva EPS no realiza pagos pendientes;"Es decir, la Supersalud es la que toma las decisiones""*.
";09-09-2025 12:01:00;Enlace;0;0;5000001,5;0;0;0;0;3561;;0;91000;0;;;
LkPieA%2fGJwXhhkLEZ3AmfA%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;eltiempo.com;Supersalud;'Hemos visto que en la historia de las intervenciones a las EPS ninguna ha sido efectiva': Contraloría sobre alerta de la Nueva EPS;¿Qué corresponde a los años anteriores a la intervención y qué a la administración actual bajo la Supersalud? Caicedo: Digamos que el ejercicio de recaudo abarcó desde 2022 hasta junio de 2025, y esas cifras están englobadas en el comunicado de prens ...;09-09-2025 12:01:00;Enlace;0;0;11050000;0;0;0;0;9776;;0;1243333;0;;;
LkPieA%2fGJwXhhkLEZ3AmfA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;eltiempo.com;Supersalud;'Hemos visto que en la historia de las intervenciones a las EPS ninguna ha sido efectiva': Contraloría sobre alerta de la Nueva EPS;¿Qué corresponde a los años anteriores a la intervención y qué a la administración actual bajo la Supersalud? Caicedo: Digamos que el ejercicio de recaudo abarcó desde 2022 hasta junio de 2025, y esas cifras están englobadas en el comunicado de prens ...;09-09-2025 12:01:00;Enlace;0;0;11050000;0;0;0;0;9776;;0;1243333;0;;;
3Y26vwVVYCPxK0AGOcxULw%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;El Espectador;elespectador.com;Supersalud;"""El desastre de Nueva EPS no es nuevo"": Supersalud frente a hallazgos de Contraloría";"Supersalud.
";09-09-2025 12:43:00;Enlace;0;0;8000850;0;0;0;0;3637;;0;593000;0;;;
3Y26vwVVYCPxK0AGOcxULw%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;El Espectador;elespectador.com;Supersalud;"""El desastre de Nueva EPS no es nuevo"": Supersalud frente a hallazgos de Contraloría";"Supersalud.
";09-09-2025 12:43:00;Enlace;0;0;8000850;0;0;0;0;3637;;0;593000;0;;;
b0LTfgUMAuDIeHw3pbvk%2fA%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;La FM;lafm.com.co;Supersalud;Crisis financiera en Nueva EPS: SuperSalud anuncia auditoría forense para investigar pasivos ocultos;"El superintendente Nacional de Salud, Giovanny Rubiano García, advirtió que la crisis de Nueva EPS no es un problema reciente, sino el resultado de años de irregularidades financieras.
Esas son las tres líneas en las que la Supersalud se ha mantenid ...";09-09-2025 12:46:00;Enlace;0;0;5135000;0;0;0;0;3406;;0;131472;0;;;
b0LTfgUMAuDIeHw3pbvk%2fA%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;La FM;lafm.com.co;Supersalud;Crisis financiera en Nueva EPS: SuperSalud anuncia auditoría forense para investigar pasivos ocultos;"El superintendente Nacional de Salud, Giovanny Rubiano García, advirtió que la crisis de Nueva EPS no es un problema reciente, sino el resultado de años de irregularidades financieras.
Esas son las tres líneas en las que la Supersalud se ha mantenid ...";09-09-2025 12:46:00;Enlace;0;0;5135000;0;0;0;0;3406;;0;131472;0;;;
z7agf8eDfCHAnzvKf06aKw%3d%3d;;;Supersalud;Web;Colombia;Córdoba;Montelibano;Zoom Informativo;zoominformativo.com;Supersalud;En medio de la crisis en salud, el Dr. Valencia, desde la Clínica Regional reafirman su compromiso con la vida.;"Valencia detalla algunas situaciones en medio de la crisis; por su parte la Alcaldía de Montelíbano precisó que, la urgencia en la Salud, ha permitido elevar un acta a la Supersalud y se solicitó una mesa de trabajo en Montelíbano.
";09-09-2025 12:52:00;Enlace;0;0;2405000;0;0;0;0;3818;;0;21000;0;;;
W1nlaskQyk1aZycr3Qu%2fQA%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;La Silla Vacía;lasillavacia.com;Supersalud;Contraloría advierte grave situación financiera de la Nueva EPS;Por qué es clave Según la Contraloría, la Nueva EPS atraviesa una situación financiera complicada: deudas crecientes, anticipos sin legalizar y facturas retrasadas que ponen en riesgo su sostenibilidad y la atención a los usuarios, pese a la interven ...;09-09-2025 13:03:00;Enlace;0;0;3700034;0;0;0;0;2026;;0;79077;0;;;
v4ZcIeQfITrAJAS%2fOqY%2fiQ%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;La FM;lafm.com.co;Supersalud;¿Cambios para los afiliados de EPS Sanitas? Así quedaron los servicios tras la intervención de la Supersalud;"Según balances de Supersalud, el patrimonio pasó de 21.000 millones de pesos a -1.7 billones.
";09-09-2025 13:45:00;Enlace;0;0;5135000;0;0;0;0;3648;;0;131472;0;;;
v4ZcIeQfITrAJAS%2fOqY%2fiQ%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;La FM;lafm.com.co;Supersalud;¿Cambios para los afiliados de EPS Sanitas? Así quedaron los servicios tras la intervención de la Supersalud;"Según balances de Supersalud, el patrimonio pasó de 21.000 millones de pesos a -1.7 billones.
";09-09-2025 13:45:00;Enlace;0;0;5135000;0;0;0;0;3648;;0;131472;0;;;
Qii%2bNhvTV0%2bdDkUlNphq6A%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;WRadioColombia;#NoticiaW | La Supersalud advierte que la crisis de Nueva EPS no es reciente. Se ordenó una auditoría forense internacional para investigar pasivos ocultos y aclarar el destino de los recursos entre 2019 y 2025 luego de que la Contraloría revelara qu ...;09-09-2025 14:16:56;Enlace;0;0;0;0;0;0;0;278;;0;0;0;;;
q%2bX3ekvGhJFXf21vaIQH7A%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;Compensar_info;@mauriciodanielj @Supersalud ¡Hola, Mauricio! Te hemos contactado a través de mensaje directo. ¡Quedamos atentos!;09-09-2025 14:34:07;Enlace;0;0;0;0;0;0;0;113;;0;0;0;;;
cAZGOAjWkwFaRdrFbhi2Zw%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Cambio;cambiocolombia.com;Supersalud;Nueva EPS: las irregularidades financieras que la Contraloría alerta en la eps intervenida;"La Contraloría General alertó sobre presuntas irregularidades financieras en la Nueva EPS, intervenida desde abril de 2024, y afirmó que, pese a la intervención de la Supersalud, se evidencian riesgos de deterioro progresivo en la entidad.
";09-09-2025 15:01:00;Enlace;0;0;2402400;0;0;0;0;7301;;0;63500;0;;;
cAZGOAjWkwFaRdrFbhi2Zw%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;Cambio;cambiocolombia.com;Supersalud;Nueva EPS: las irregularidades financieras que la Contraloría alerta en la eps intervenida;"La Contraloría General alertó sobre presuntas irregularidades financieras en la Nueva EPS, intervenida desde abril de 2024, y afirmó que, pese a la intervención de la Supersalud, se evidencian riesgos de deterioro progresivo en la entidad.
";09-09-2025 15:01:00;Enlace;0;0;2402400;0;0;0;0;7301;;0;63500;0;;;
Pi%2b%2fTTp%2bulE8%2bYH%2fB9UN%2bQ%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;eltiempo.com;Supersalud;Eli Salomé, la niña que pide a Famisanar EPS, intervenida por Gobierno Petro, su medicamento para rara enfermedad: 'Sin él yo me muero';"Se mencionó a la EPS por no atender las fallas de tutela, lo que se ha reflejado en los informes mensuales entregados a la Supersalud.
";09-09-2025 15:05:00;Enlace;0;0;11050000;0;0;0;0;4708;;0;1243333;0;;;
Pi%2b%2fTTp%2bulE8%2bYH%2fB9UN%2bQ%3d%3d;;;Superintendencia Nacional de Salud;Web;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;eltiempo.com;Supersalud;Eli Salomé, la niña que pide a Famisanar EPS, intervenida por Gobierno Petro, su medicamento para rara enfermedad: 'Sin él yo me muero';"Se mencionó a la EPS por no atender las fallas de tutela, lo que se ha reflejado en los informes mensuales entregados a la Supersalud.
";09-09-2025 15:05:00;Enlace;0;0;11050000;0;0;0;0;4708;;0;1243333;0;;;
Rc%2bemJwBbEkF%2fRJ1emidaA%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;WRadioColombia;"#Actualidad | SuperSalud ordenó auditoría forense internacional a Nueva EPS por hallazgos financieros
https://t.co/rEGU1gz0EO";09-09-2025 15:19:52;Enlace;0;0;0;0;0;0;0;125;;0;0;0;;;
tzelymVclzGX5HedNdkcOQ%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;La W;wradio.com.co;Supersalud;SuperSalud ordenó auditoría forense internacional a Nueva EPS por hallazgos financieros;El superintendente nacional de Salud, Giovanny Rubiano, reiteró que el desastre de Nueva EPS no es nuevo y que su administración compulsó copias desde diciembre de 2024 sobre la omisión deliberada de pasivos en los balances financieros de la entidad. ...;09-09-2025 15:25:00;Enlace;0;0;6045000;0;0;0;0;1735;;0;130893;0;;;
lGaowUDtaQ72KaYQbicE3g%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;reinolopez;@Malereino99 @Supersalud @EPS_Famisanar @MinSaludCol @SectorSalud @NoticiasRCN @patrulleroefra @RCNcazanoticias @Supersalud Que es esto por DIOS. pasar a un paciente crítico con el estomago abierto, de una UCI a un triadge en MEDERI por un traslado a ...;09-09-2025 15:28:01;Enlace;0;0;0;0;0;0;0;317;;0;0;0;;;
Ifi4UAaXkAUTIrJ8PVQCkQ%3d%3d;;;Supersalud;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;Compensar_info;@raulhdez146 @Supersalud Buenas tardes, hemos dado respuesta a tu comentario por mensaje directo. ¡Quedamos atentos!;09-09-2025 15:38:27;Enlace;0;0;0;0;0;0;0;116;;0;0;0;;;
G9rVMrjFFvU0GSuQIgsptg%3d%3d;;;Supersalud;Web;Colombia;Magdalena;Santa Marta;Hoy Diario del Magdalena;hoydiariodelmagdalena.com.co;Supersalud;Los problemas no son por nuestra intervención: MinSalud por informe de Contraloría sobre Nueva EPS;El desastre de la Nueva EPS no es nuevo: Superintendente de Salud El Superintendente de Salud Giovanny Rubiano, aseguró que compulsó copias en diciembre del 2024,en el marco de la medida de intervención por forzosa administrativa, los hallazgos más s ...;09-09-2025 16:33:00;Enlace;0;0;3203850;0;0;0;0;4661;;0;139115;0;;;
G9rVMrjFFvU0GSuQIgsptg%3d%3d;;;MinSalud;Web;Colombia;Magdalena;Santa Marta;Hoy Diario del Magdalena;hoydiariodelmagdalena.com.co;Supersalud;Los problemas no son por nuestra intervención: MinSalud por informe de Contraloría sobre Nueva EPS;El desastre de la Nueva EPS no es nuevo: Superintendente de Salud El Superintendente de Salud Giovanny Rubiano, aseguró que compulsó copias en diciembre del 2024,en el marco de la medida de intervención por forzosa administrativa, los hallazgos más s ...;09-09-2025 16:33:00;Enlace;0;0;3203850;0;0;0;0;4661;;0;139115;0;;;
VzcvG6hfCg83oGFLSCbIhg%3d%3d;;;Supersalud;Web;Colombia;Cundinamarca;Bogotá;Ámbito Jurídico;ambitojuridico.com;Supersalud;Supersalud amplía plazo para pagar contribución de vigilancia 2025;"Supersalud amplía plazo para pagar contribución de vigilancia 2025.
La Superintendencia Nacional de Salud expidió la resolución mediante la cual amplió el plazo para el pago de la contribución de vigilancia correspondiente a la vigencia 2025.
";09-09-2025 16:48:00;Enlace;0;0;3120000;0;0;0;0;1131;;0;74000;0;;;
