ID;codigoReferenciaMultimedia;codigoReferenciaCliente;ITEM;TIPO;PAÍS;REGIÓN;PROVINCIA;MEDIO;PROGRAMA/CUERPO;CATEGORÍA;TITULO;RESUMEN;FECHA DE EMISIÓN;ENLACE;CM2;SEGUNDOS;VALORIZACIÓN US$;PÁGINA;NIVEL DE LECTURA;PRIMETIME;PORCENTAJE APARICIÓN;CANTIDAD DE CARACTERES;SECCIÓN;AUDIENCIA;LECTURABILIDAD;CIRCULACIÓN;ATRIBUTO(S);Tono Monitoreo;SUBCATEGORÍA
i9D96JdsD4E5D0PJhDW7EQ%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;RCN;noticiasrcn.com;Supersalud;Supersalud se pronuncia sobre informe de la Contraloría acerca de la Nueva EPS;Frente a esta situación, Giovanny Rubiano, superintendente de Salud, le ordenó a la Nueva EPS poner en marcha un plan en el que participen los prestadores y que permita legalizar las facturas de los pagos que ya se han recibido por servicios prestado ...;15-09-2025 06:46:00;Enlace;0;0;5270850;0;0;0;0;4323;;0;210900;0;;;
KTGoptCUIcaZzzT09X3AIQ%3d%3d;;;SUPERSALUD;Web;Colombia;Atlántico;Barranquilla;Extra Noticias;extranoticias.com.co;Supersalud;"Supersalud: ""No son anticipos, son pagos sin imputar de servicios ya prestados""";"El Superintendente Nacional de Salud, Giovanny Rubiano García, ordenó a la Nueva EPS un plan intensivo para que se reúna.
Giovanny Rubiano García, señaló que los hallazgos presentados por la Contraloría General de la Nación sobre la Nueva EPS, ya ha ...";15-09-2025 06:49:00;Enlace;0;0;1625000;0;0;0;0;3951;;0;69000;0;;;
Heqq%2foAWX5IZ5nUJRQubQA%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;Blu Radio;bluradio.com;Supersalud;Supersalud acusa a Nueva EPS de usar 'falsos anticipos' y ordena legalizar pagos;Un informe de la Contraloría había detectado un aumento anormal de los anticipos de Nueva EPS a los prestadores, sin embargo, la Supersalud asegura que en realidad son pagos por servicios que sí se prestaron y que solo falta saber a qué facturas se v ...;15-09-2025 07:10:00;Enlace;0;0;5525000;0;0;0;0;1857;;0;223333;0;;;
Ycf5niHOhXaA9CbyLk%2bfeQ%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;Pulzo;pulzo.com;Noticias del Sector;"Crepes & Waffles habló de restricción en sus sedes, que no gusta a clientes: ""Nos duele""";"Crepes & Waffles explicó a Red+ Noticias que deben cumplir con lo que establece la Alcaldía de Bogotá desde la Secretaría de Salud.
En Bogotá, para 2025, los restaurantes que deciden ser pet friendly deben cumplir con las disposiciones del Código de ...";15-09-2025 07:32:00;Enlace;0;0;4030000;0;0;0;0;6245;;0;636666;0;;;
WfBeAO6tVk2f9U4q7IhSSA%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;MSN Colombia;msn.com/es-co;Supersalud;Nueva EPS: Supersalud responde al informe de la Contraloría;Luego de que se conociera el reporte de la Contraloría sobre la Nueva EPS, en el que señala que atraviesa una crisis financiera y administrativa, la Supersalud publicó un comunicado en el que asegura que el ente de control cometió errores en su análi ...;15-09-2025 07:41:00;Enlace;0;0;5000001,5;0;0;0;0;4776;;0;91000;0;;;
mdOnP65IJO9gTe9zpfrTEg%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;Blu Radio;bluradio.com;Supersalud;Fiscalía acusa a cuatro exdirectivos de la Nueva EPS por fraude y desvío de $70.500 millones;Le puede interesar: Supersalud niega que Nueva EPS haya hecho anticipios y ordena aclarar pagos El documento enfatiza que, desde 2019, la entidad arrojaba indicadores financieros negativos y que ni siquiera los recursos girados por el ADRES alcanzaba ...;15-09-2025 07:48:00;Enlace;0;0;5525000;0;0;0;0;2236;;0;223333;0;;;
t0tgsZRrTntMI6K2%2blyGWg%3d%3d;;;SUPERSALUD;Web;Colombia;Atlántico;Barranquilla;El Heraldo Colombia;elheraldo.co;Supersalud;Supersalud responde a informe de la Contraloría sobre presuntas irregularidades en la Nueva EPS;"Ante las alertas del ente de control sobre anticipos que no se legalizaron, la Supersalud indicó que son pagos por servicios que ya fueron prestados, aunque no se haya especificado en qué factura se registraban.
En ese sentido, Giovanny Rubiano, sup ...";15-09-2025 07:49:00;Enlace;0;0;3540348,5;0;0;0;0;1947;;0;1500000;0;;;
AUKvLBX1jcKSKsXKU63wVw%3d%3d;;;SUPERSALUD;Radio;Colombia;Cundinamarca;Bogotá;Caracol;6 AM Hoy por Hoy;Supersalud;Supersalud ordena a la Nueva EPS realizar un plan intensivo;Tras informe de la Contraloría, la Superintendencia de Salud le ordena a la Nueva EPS realizar un plan intensivo para legalizar los pagos de servicios a prestadores. El superintendente Giovanni Rubiano, dio más detalles al respecto.;15-09-2025 08:01:29;Enlace;0;59;10620000;0;0;0;0;0;;811000;0;0;;;
oOhywMmDq3%2bimP6u%2bqkm9A%3d%3d;;;SUPERSALUD;Web;Colombia;Magdalena;Santa Marta;Hoy Diario del Magdalena;hoydiariodelmagdalena.com.co;Supersalud;Supersalud acusa a Nueva EPS de usar 'falsos anticipos' y ordena legalizar pagos;La Superintendencia de Salud está acusando a la Nueva EPS, intervenida por el propio Gobierno desde abril del año pasado, de utilizar falsos anticipos en su contabilidad y ordenó la legalización de los pagos realizados a clínicas y hospitales, defini ...;15-09-2025 08:15:00;Enlace;0;0;3203850;0;0;0;0;3116;;0;139115;0;;;
iV3UsbNe9suUrcetqIW9SQ%3d%3d;;;SUPERSALUD;Web;Colombia;Tolima;Ibagué;Ecos del Combeima;ecosdelcombeima.com;Supersalud;SuperSalud pide a Nueva EPS legalizar pago de facturas;El superintendente Nacional de Salud, Giovanny Rubiano García, ordenó a la Nueva EPS un plan intensivo para que se reúna con prestadores y legalice mediante actas a qué facturas, estos deben aplicar los pagos que ya han recibido por servicios prestad ...;15-09-2025 08:23:00;Enlace;0;0;2203500;0;0;0;0;3891;;0;102193;0;;;
QpXwM51uwLeSMsoH7Y16zg%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Supersalud;"""No son anticipos, son pagos sin imputar de servicios ya prestados"": Supersalud ordena plan correctivo en la Nueva EPS";"El Superintendente Nacional de Salud, Giovanny Rubiano García, ordenó a la Nueva EPS implementar un plan intensivo de reuniones con prestadores para legalizar mediante actas la aplicación de pagos ya realizados.
";15-09-2025 08:23:00;Enlace;0;0;2080000;0;0;0;0;6823;;0;20000;0;;;
KWuorNC4sV%2b317wSmMA5lw%3d%3d;;;SUPERSALUD;Web;Colombia;Córdoba;Montería;GS Noticias;gsnoticias.com;Supersalud;SuperSalud niega que Nueva EPS haya hecho anticipos y ordena aclarar pagos;"La Superintendencia de Salud está acusando a la Nueva EPS, intervenida por el propio Gobierno desde abril del año pasado, utilizar de forma errada el concepto de anticipo en su contabilidad.
La SuperSalud criticó el informe de la Contraloría, que de ...";15-09-2025 08:24:00;Enlace;0;0;2100800;0;0;0;0;1690;;0;16000;0;;;
hpo0qq%2f1AqcYnyvPZJSKqA%3d%3d;;;SUPERSALUD;Web;Colombia;Magdalena;Santa Marta;Radio Hoy;radiohoy.com;Supersalud;Supersalud acusa a Nueva EPS de usar 'falsos anticipos' y ordena legalizar pagos;La Superintendencia de Salud está acusando a la Nueva EPS, intervenida por el propio Gobierno desde abril del año pasado, de utilizar falsos anticipos en su contabilidad y ordenó la legalización de los pagos realizados a clínicas y hospitales, defini ...;15-09-2025 08:25:00;Enlace;0;0;1625000;0;0;0;0;1554;;0;4000;0;;;
al9cAT6fHaRagT%2bQcnOrJg%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;Santa Fe;radiosantafe.com;Supersalud;Supersalud responde a informe de la Contraloría sobre crisis financiera y administrativa de la Nueva EPS;El superintendente de Salud, Giovanny Rubiano García, respondió, en un comunicado, al informe de la Contraloría General de la República sobre la crisis administrativa y financiera de la Nueva EPS, advirtiendo que las irregularidades que citó el organ ...;15-09-2025 08:28:00;Enlace;0;0;2535000;0;0;0;0;7767;;0;75000;0;;;
tlYxQqMuBNMdZGYSJ8FcBQ%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;RED Más;redmas.com.co;Supersalud;MinSalud sentencia el destino de la Nueva EPS tras situación marcada por millonarias deudas e intervención del Gobierno;Tras conocerse el informe de la Controlaría General de la Nación sobre su actual estado financiero, el ministro Salud aseguró que la EPS se mantiene, pese a la realidad que describen las cifras, la administración de cuatro interventores de la Superin ...;15-09-2025 08:30:00;Enlace;0;0;5200000;0;0;0;0;672;;0;46666;0;;;
hpZTGLYsCnpoR6iWWjj%2bWw%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;Infobae Colombia;infobae.com/america/colombia;Supersalud;"Alfredo Saade contestó a críticas de Juan Manuel Galán a Gustavo Petro por el sistema de salud: ""Tu papá estuviera feliz""";Mencionó la existencia de una deuda aproximada de cinco billones de pesos que, según él, no fue informada, así como prácticas contables diferentes para el Ministerio de Salud y para la Superintendencia de Salud con el fin de impedir, presuntamente, u ...;15-09-2025 08:30:00;Enlace;0;0;7800000;0;0;0;0;2721;;0;1000000;0;;;
9HHb8bhTLrZSlq6KDg58Ig%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;Caracol;caracol.com.co;Supersalud;Supersalud ordena a Nueva EPS avanzar en formalización de los pagos hechos a sus prestadores;El Superintendente Nacional de Salud aclaró que lo que se conoce contablemente como anticipos, son realmente pagos por servicios ya prestados a los que les falta aclarar a qué factura corresponde cada pago, situación por la que dio una orden para sol ...;15-09-2025 08:31:00;Enlace;0;0;5525000;0;0;0;0;1211;;0;276666;0;;;
kV2aaL1bKzngTUXJwxZyKQ%3d%3d;;;MINSALUD;Medio Impreso;Colombia;La Guajira;Riohacha;Guajira News;Guajira News;Supersalud;Directora de Bienestar Familiar pide soluciones estructurales y corresponsabilidad para superar la crisis del pueblo wayuu;En la VII Sesión Ordinaria del Consejo del Mecanismo Especial de Seguimiento y Evaluación de las Políticas Públicas (MESEPP), Astrid Cáceres del ICBF destacó avances en atención a 125.000 familias wayuu. Resaltó que superar la crisis humanitaria en L ...;15-09-2025 08:41:48;Enlace;536;0;1337500;9;1;0;43;0;Política;0;12000;3600;;;
UbP1WOuqKuQ8%2fncdc2WybQ%3d%3d;;;SUPERSALUD;Web;Colombia;Norte de Santander;Cúcuta;La Opinión Colombia;laopinion.com.co;Supersalud;"Supersalud ordena a Nueva EPS aclarar pagos y eliminar los ""falsos anticipos""";El superintendente nacional de Salud, Giovanny Rubiano, ordenó este lunes a la Nueva EPS ejecutar un plan intensivo de reuniones con los prestadores de servicios de salud para legalizar, mediante actas, a qué facturas se deben aplicar los pagos que y ...;15-09-2025 08:56:00;Enlace;0;0;3705000;0;0;0;0;5636;;0;326100;0;;;
7ZFr3Fpbq13H89ObMHSaPg%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;El Tiempo Colombia;eltiempo.com;Noticias del Sector;Anestesiólogos advierten escasez de medicamento clave para atención de embarazadas en Colombia: ¿de cuál se trata?;Se trata del desabastecimiento del medicamento Methergine ( metilergometrina en ampollas ), un insumo crítico para la atención de emergencias obstétricas y la prevención de la hemorragia postparto, una de las tres principales causas de mortalidad mat ...;15-09-2025 09:03:00;Enlace;0;0;11050000;0;0;0;0;3169;;0;1243333;0;;;
bgOc9c2vyXURUKVoViqsYQ%3d%3d;;;SUPERSALUD;Radio;Colombia;Cundinamarca;Bogotá;Blu Radio;Mañanas Blu;Supersalud;“No son anticipos, son pagos sin imputar de servicios ya prestados”: Supersalud;La Superintendencia de Salud emitió un comunicado aclarando que los anticipos de la Nueva EPS son en realidad pagos por servicios ya prestados. La Contraloría y la Superintendencia Nacional de Salud ya habían identificado estas irregularidades. Se de ...;15-09-2025 09:09:43;Enlace;0;132;15181188;0;0;0;0;0;;1014321;0;0;;;
OhBJb70vUQRjYuD%2fe0qeoQ%3d%3d;;;SUPERSALUD;Web;Colombia;Atlántico;Barranquilla;El Heraldo Colombia;elheraldo.co;Supersalud;"Supersalud ordena a Nueva EPS legalizar pagos registrados como ""anticipos""";El superintendente Nacional de Salud, Giovanny Rubiano García, ordenó a la Nueva EPS poner en marcha un plan intensivo para reunirse con los prestadores de servicios y legalizar, mediante actas, las facturas a las que deben aplicarse los pagos ya rea ...;15-09-2025 09:11:00;Enlace;0;0;3540348,5;0;0;0;0;2709;;0;1500000;0;;;
XAHvlXpFdJ%2b5zlEJ4Ebufw%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;Caracol;caracol.com.co;Noticias del Sector;Colapso financiero en la salud: Hospitales de Córdoba dejan de atender a Nueva EPS ¿Hasta cuándo?;Ante la gravedad de la situación, los hospitales hicieron un llamado urgente al Ministerio de Salud y a la Superintendencia Nacional de Salud para que intervengan y garanticen el pronto desbloqueo de los recursos, con el fin de evitar un colapso en l ...;15-09-2025 09:12:00;Enlace;0;0;5525000;0;0;0;0;2652;;0;276666;0;;;
E%2bV8Xm1CkjZ9VIhq%2b2OZ4Q%3d%3d;;;SUPERSALUD;Web;Colombia;Córdoba;Montería;Chica Noticias;chicanoticias.com;Supersalud;Supersalud señala a Nueva EPS de usar 'falsos anticipos' y exige legalizar pagos - Chicanoticias Noticias Líder en Montería, Córdoba y Colombia;"El superintendente Giovanny Rubiano García explicó que la confusión surge del uso equivocado del concepto de ""anticipo"" en la contabilidad de la EPS.
La Supersalud impartió la orden a la gerente interventora de la EPS, Gloria Polanía, quien deberá, ...";15-09-2025 09:14:00;Enlace;0;0;2002000;0;0;0;0;2081;;0;16000;0;;;
Qb8JrZhD%2bO%2fiAQGoucy5bA%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;La Nota Económica;lanotaeconomica.com.co;Noticias del Sector;Campaña Cuida tu corazón busca reducir muertes cardiovasculares en Colombia;"Las cifras son contundentes: más de 80.000 personas mueren anualmente en Colombia por enfermedades cardiovasculares, lo que equivale a 219 muertes cada día, según datos del Ministerio de Salud y el DANE.
";15-09-2025 09:15:00;Enlace;0;0;3500250;0;0;0;0;7825;;0;101350;0;;;
oRzegNeURcdJRW%2buD%2bWyXg%3d%3d;;;SUPERSALUD;Redes Sociales;Colombia;Cundinamarca;Bogotá;Twitter;Twitter;Supersalud;elheraldoco;"Supersalud ordena a Nueva EPS legalizar pagos registrados como  anticipos 

Más detalles haciendo clic en la imagen. ?

https://t.co/N28BBxemrW";15-09-2025 09:16:40;Enlace;0;0;0;0;0;0;0;143;;0;0;0;;;
mcxKMukaqc5QvMd0ur3Czw%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Supersalud;Mesa técnica de Supersalud logra acuerdos por $35 mil millones para red hospitalaria de cuatro departamentos;"Flujo de recursos y compromisos regionales La Superintendencia de Salud, a través de la superintendente delegada de entidades de aseguramiento, Paula Andrea Arenas, confirmó que la jornada tuvo ""muy buenos resultados"" tras dos días de trabajo.
Asimi ...";15-09-2025 09:23:00;Enlace;0;0;2080000;0;0;0;0;4983;;0;20000;0;;;
bkMXj3fhjd5YnlSM3tcuvA%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Supersalud;Mesas Técnicas de Salud Rural: nuevo proyecto de resolución impulsa participación comunitaria;"El Ministerio de Salud y Protección Social (Minsalud) expidió un proyecto de resolución que reglamenta la conformación y funcionamiento de las Mesas Técnicas Permanentes de Salud Rural a nivel departamental, distrital y municipal.
Asimismo, se preci ...";15-09-2025 09:23:00;Enlace;0;0;2080000;0;0;0;0;7024;;0;20000;0;;;
hEKmTt%2fsa9KPmqikerPjMA%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Noticias del Sector;Colombia alerta por más de 66 mil embarazos adolescentes y refuerza acciones con la Semana Andina 2025;Frente a este panorama, el Ministerio de Salud y Protección Social, en alianza con organismos internacionales y organizaciones sociales, lidera la Semana Andina de Prevención del Embarazo en la Infancia y la Adolescencia 2025, que se desarrollará en ...;15-09-2025 09:23:00;Enlace;0;0;2080000;0;0;0;0;5208;;0;20000;0;;;
bkMXj3fhjd5YnlSM3tcuvA%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;Consultor Salud;consultorsalud.com;Supersalud;Mesas Técnicas de Salud Rural: nuevo proyecto de resolución impulsa participación comunitaria;"El Ministerio de Salud y Protección Social (Minsalud) expidió un proyecto de resolución que reglamenta la conformación y funcionamiento de las Mesas Técnicas Permanentes de Salud Rural a nivel departamental, distrital y municipal.
Asimismo, se preci ...";15-09-2025 09:23:00;Enlace;0;0;2080000;0;0;0;0;7024;;0;20000;0;;;
NN7X7q1TyQHTwxtWu8Y0Pw%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;La W;wradio.com.co;Supersalud;"""Si liquidamos la Nueva EPS, tendríamos que liquidar todas"": Ministro de Salud";"El ministro también lamentó que la intervención estatal, iniciada en abril de 2024 mediante la Supersalud, no haya sido suficiente para detener el deterioro.
También alertó que es fundamental una reforma a la salud que redefina el rol del aseguramie ...";15-09-2025 09:24:00;Enlace;0;0;6045000;0;0;0;0;2726;;0;130893;0;;;
KYyEaggRS%2bOzvwC%2fgHDqHQ%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;La W;wradio.com.co;Noticias del Sector;Anestesiólogos advierten desabastecimiento de fármaco clave para evitar muertes maternas en Colombia;Colombia enfrenta una alerta crítica en salud materna por el desabastecimiento de Methergine ( metilergometrina en ampollas ), medicamento esencial para atender emergencias obstétricas y prevenir la hemorragia postparto, una de las principales causas ...;15-09-2025 09:24:00;Enlace;0;0;6045000;0;0;0;0;2561;;0;130893;0;;;
xVch%2fJSKwvJD4yNr5RjcLA%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;Blu Radio;bluradio.com;Noticias del Sector;¿Qué viene para los usuarios de la Nueva EPS? Contraloría hace seria advertencia;"Niño explicó que esta deuda impacta directamente la operación de la red prestadora de servicios, generando demoras en pagos, cierres de servicios y dificultades en el acceso a medicamentos.
¿Qué pasará con los usuarios? Aunque la Contraloría no tien ...";15-09-2025 09:28:00;Enlace;0;0;5525000;0;0;0;0;4334;;0;223333;0;;;
EF2AdhOzzzqCsooaKBvlTQ%3d%3d;;;SUPERSALUD;Web;Colombia;Cundinamarca;Bogotá;La FM;lafm.com.co;Supersalud;Supersalud aclara que los recursos entregados por la Nueva EPS no son anticipos tras informe de la Contraloría;"Supersalud aclara que los recursos entregados por la Nueva EPS no son anticipos tras informe de la Contraloría.
El superintendente Nacional de Salud, Giovanni Rubiano, afirmó que los recursos entregados por la Nueva EPS a los prestadores de servicio ...";15-09-2025 09:30:00;Enlace;0;0;5135000;0;0;0;0;2986;;0;131472;0;;;
DLDmXk3c6QxQQ%2bT1bOrD4g%3d%3d;;;SUPERSALUD;Web;Colombia;Cesar;Valledupar;El País Vallenato;elpaisvallenato.com;Supersalud;Supersalud responde a informe de la Contraloría sobre crisis de la Nueva EPS - El Pais Vallenato;El superintendente de Salud, Giovanny Rubiano García, respondió, en un comunicado, al informe de la Contraloría General de la República sobre la crisis administrativa y financiera de la Nueva EPS, advirtiendo que las irregularidades que citó el organ ...;15-09-2025 09:36:00;Enlace;0;0;2202005;0;0;0;0;8143;;0;22000;0;;;
VCONBvGNDZxc1LQdYPfGIQ%3d%3d;;;MINSALUD;Web;Colombia;Meta;Villavicencio;Informando;informando.com.co;Noticias del Sector;Colombia impulsa la Semana Andina contra el embarazo infantil;"El Ministerio de Salud y Protección Social, junto con entidades nacionales e internacionales, abrió la Semana Andina de Prevención del Embarazo en la Infancia y la Adolescencia 2025 bajo el lema ""Sexualidades libres, decisiones informadas, adolescenc ...";15-09-2025 09:36:00;Enlace;0;0;2002000;0;0;0;0;1643;;0;16000;0;;;
ABKUfpHsL6e8U8dJoK5fBA%3d%3d;;;MINSALUD;Web;Colombia;Cundinamarca;Bogotá;Pulzo;pulzo.com;Noticias del Sector;"Tragedia en La Miranda: ¿por qué crecen los ""piques"" ilegales y la crisis de ambulancias en zonas rurales?";El Ministerio de Salud colombiano, en su más reciente informe, resalta que la cobertura de ambulancias es especialmente baja en municipios rurales, dificultando la atención prehospitalaria inmediata que suele marcar la diferencia entre la vida y la m ...;15-09-2025 09:36:00;Enlace;0;0;4030000;0;0;0;0;10968;;0;636666;0;;;
4frk0dbhRy43DFd05M3Mdw%3d%3d;;;SUPERSALUD;Web;Colombia;Córdoba;Montería;La Razón.co;larazon.co;Supersalud;Supersalud ordena legalización urgente de pagos a prestadores de Nueva EPS en todo el país;"La Superintendencia de Salud ordenó a Nueva EPS ejecutar un plan urgente para legalizar las facturas de pagos ya realizados a prestadores de salud en todo el territorio nacional.
Giovanny Rubiano, superintendente de Salud, asignó esta tarea a Gloria ...";15-09-2025 09:37:00;Enlace;0;0;2405000;0;0;0;0;1897;;0;43886;0;;;
